order_id|email|transactions_timestamp|total_item_quantity|purchase_revenue_in_usd|unique_items|items
304597|hutchinsongabriel@lewis.biz|1592672254943819|1|1045.0|1|[{'coupon': None
304282|natasha25@hotmail.com|1592671193411656|1|945.0|1|[{'coupon': None
305627|jaimeflores@hotmail.com|1592675852367174|1|1045.0|1|[{'coupon': None
305490|morenoeric27@yahoo.com|1592675337481078|1|595.0|1|[{'coupon': None
306248|fullerkevin@grimes-white.info|1592677961480423|1|1195.0|1|[{'coupon': None
306689|justinrichards@barnes.net|1592679558101743|1|1195.0|1|[{'coupon': None
306798|barkerdavid@hotmail.com|1592679964564146|1|595.0|1|[{'coupon': None
308394|rogerscaitlin@perez-martin.info|1592686064303860|1|1795.0|1|[{'coupon': None
307757|larnold1@yahoo.com|1592683664996769|2|2154.0|2|[{'coupon': None
307749|petercarr@collins-zamora.org|1592683630403929|1|1195.0|1|[{'coupon': None
307169|tamara74@yahoo.com|1592681270050903|1|945.0|1|[{'coupon': None
307843|lmartin10@hotmail.com|1592684013944963|1|595.0|1|[{'coupon': None
307928|danielramirez@lamb.org|1592684321889135|1|595.0|1|[{'coupon': None
307375|stephensondrew@yahoo.com|1592682067588649|2|1024.0|2|[{'coupon': None
307511|epacheco@moore-walker.com|1592682636952379|1|1045.0|1|[{'coupon': None
308851|perryjennifer@yahoo.com|1592688179658582|2|714.0|2|[{'coupon': None
309643|debrasullivan@gmail.com|1592692209334240|1|595.0|1|[{'coupon': None
308962|hayesallison@yahoo.com|1592688685180888|1|1045.0|1|[{'coupon': None
308764|clarkkimberly77@gmail.com|1592687719706241|1|1995.0|1|[{'coupon': None
310090|deborah26@gross.com|1592695003892237|1|595.0|1|[{'coupon': None
308947|jgreen23@gmail.com|1592688616895335|1|119.0|1|[{'coupon': None
309554|uaguirre@ray.com|1592691712154980|1|945.0|1|[{'coupon': None
310111|yatesjessica@bass-hernandez.com|1592695146467428|1|1195.0|1|[{'coupon': None
310216|cvasquez71@yahoo.com|1592695702972233|1|595.0|1|[{'coupon': None
310089|margaret28@yahoo.com|1592694993999007|1|1795.0|1|[{'coupon': None
310447|joshuaclark@hotmail.com|1592697266904879|1|1195.0|1|[{'coupon': None
298304|ddavis@kim-patterson.com|1592624618084340|1|940.5|1|[{'coupon': 'NEWBED10'
300637|castromary@fowler.com|1592654465902572|1|940.5|1|[{'coupon': 'NEWBED10'
298382|wgarrett@johnson.com|1592625874015241|1|1075.5|1|[{'coupon': 'NEWBED10'
299408|angelaperez@grant.com|1592642670949569|1|1795.5|1|[{'coupon': 'NEWBED10'
298523|diamond16@gmail.com|1592628225345903|1|1075.5|1|[{'coupon': 'NEWBED10'
301052|jennadennis@aguirre.com|1592657073838014|1|1075.5|1|[{'coupon': 'NEWBED10'
303573|davidsmith@castro-gonzalez.com|1592668479939435|1|535.5|1|[{'coupon': 'NEWBED10'
300462|cassandra36@hotmail.com|1592653142215904|1|535.5|1|[{'coupon': 'NEWBED10'
299205|kimberly9273@hotmail.com|1592639931792200|2|1686.6|2|[{'coupon': 'NEWBED10'
309708|davidgomez@hotmail.com|1592692618419794|1|940.5|1|[{'coupon': 'NEWBED10'
299936|hhall@trujillo-daniels.com|1592648736206617|1|940.5|1|[{'coupon': 'NEWBED10'
307813|richardsonbrandi@yahoo.com|1592683898324872|1|535.5|1|[{'coupon': 'NEWBED10'
307324|tonyafranklin@gmail.com|1592681886392225|1|1615.5|1|[{'coupon': 'NEWBED10'
300064|benjaminhampton@hotmail.com|1592650045283060|1|53.1|1|[{'coupon': 'NEWBED10'
309893|randolphjon@rivera.net|1592693724353192|2|1071.0|1|[{'coupon': 'NEWBED10'
304698|ericsanchez@parker.com|1592672605182288|1|1525.5|1|[{'coupon': 'NEWBED10'
308814|warrentracy@figueroa-stephens.com|1592687980675816|1|940.5|1|[{'coupon': 'NEWBED10'
305752|harrissandra@williams.com|1592676282139698|1|535.5|1|[{'coupon': 'NEWBED10'
301318|wrightchristopher67@yahoo.com|1592658632768751|1|1075.5|1|[{'coupon': 'NEWBED10'
300312|whiteheather@banks.biz|1592651983723118|1|985.5|1|[{'coupon': 'NEWBED10'
299521|dixonamber@roberson-adkins.biz|1592643966615421|1|1075.5|1|[{'coupon': 'NEWBED10'
298746|browncurtis@sims.com|1592631990019508|1|53.1|1|[{'coupon': 'NEWBED10'
306498|ndavis@young-neal.com|1592678895659054|1|850.5|1|[{'coupon': 'NEWBED10'
305676|thomasjodi@hotmail.com|1592676044186183|1|107.10000000000001|1|[{'coupon': 'NEWBED10'
303829|brandonsawyer@proctor.biz|1592669402129827|1|940.5|1|[{'coupon': 'NEWBED10'
297343|jholmes@velazquez.biz|1592612661171890|2|1204.0|2|[{'coupon': None
297200|vjames@young-frazier.info|1592611585832474|1|159.0|1|[{'coupon': None
297670|kenneth1288@hotmail.com|1592615945384494|1|595.0|1|[{'coupon': None
298287|doylematthew@johnson-webb.com|1592624486746755|2|1190.0|1|[{'coupon': None
299611|blake16@simpson.com|1592645133111829|1|119.0|1|[{'coupon': None
300221|howemarissa@cantu-adams.com|1592651417412510|1|1045.0|1|[{'coupon': None
300013|shanestephens@thompson.org|1592649564817120|1|595.0|1|[{'coupon': None
300319|joseph9879@yahoo.com|1592652029416211|1|1795.0|1|[{'coupon': None
300111|cookmichael@gmail.com|1592650349411577|1|59.0|1|[{'coupon': None
300099|icameron@hotmail.com|1592650225022531|1|595.0|1|[{'coupon': None
300427|alexander21@rogers.com|1592652782751181|2|654.0|2|[{'coupon': None
300151|burgessbrandon@wong-price.com|1592650705141173|1|119.0|1|[{'coupon': None
301122|cunninghamdavid@rodgers.com|1592657486339894|1|945.0|1|[{'coupon': None
300658|mcollins@adams.com|1592654624630663|1|1095.0|1|[{'coupon': None
300721|acevedokenneth@hotmail.com|1592655071651204|1|1045.0|1|[{'coupon': None
302244|madison30@gmail.com|1592663244914410|1|1195.0|1|[{'coupon': None
302693|lwhitehead@burns-smith.com|1592665072634179|2|1274.0|2|[{'coupon': None
301765|daviscarrie97@gmail.com|1592661084667163|2|2190.0|1|[{'coupon': None
303471|jacob26@gmail.com|1592668089092536|1|1195.0|1|[{'coupon': None
302148|vwilliams@harper.com|1592662809245219|2|1254.0|2|[{'coupon': None
302391|huangjodi@jackson.com|1592663830073174|1|595.0|1|[{'coupon': None
304182|vhowell@wallace.net|1592670829176621|1|1795.0|1|[{'coupon': None
302824|cheryl46@franco.org|1592665603172335|1|1045.0|1|[{'coupon': None
303589|freemanlisa@yahoo.com|1592668526154274|2|1190.0|1|[{'coupon': None
304025|larry58@gmail.com|1592670182448741|1|945.0|1|[{'coupon': None
303586|deanlopez@hotmail.com|1592668515193998|2|2140.0|2|[{'coupon': None
304247|thomasjesse@norman.biz|1592671074129349|1|1195.0|1|[{'coupon': None
303560|mbrown@salazar-wallace.com|1592668444833531|1|595.0|1|[{'coupon': None
304658|jacobolsen@gmail.com|1592672484812438|1|1195.0|1|[{'coupon': None
304842|fosteranna@hotmail.com|1592673065446359|1|79.0|1|[{'coupon': None
304476|lloyddaniel@burnett-chavez.net|1592671819051977|2|1190.0|1|[{'coupon': None
305746|linda62@stark.com|1592676269250720|1|1795.0|1|[{'coupon': None
305091|alice68@gmail.com|1592673984588804|1|1045.0|1|[{'coupon': None
305411|lorisanchez@maxwell.biz|1592675070093484|1|595.0|1|[{'coupon': None
305018|erikapowell@smith.com|1592673692773498|1|1045.0|1|[{'coupon': None
305758|jeffrey196@yahoo.com|1592676321184022|1|1695.0|1|[{'coupon': None
306490|pamela71@gmail.com|1592678839796781|1|1195.0|1|[{'coupon': None
306140|ldrake@le-robinson.biz|1592677602167678|1|1095.0|1|[{'coupon': None
305033|usandoval7@hotmail.com|1592673756104978|1|1195.0|1|[{'coupon': None
305322|carterbryce@hotmail.com|1592674818353397|1|945.0|1|[{'coupon': None
306773|fhensley@gibson-mcgee.info|1592679857734642|1|1095.0|1|[{'coupon': None
306901|kathleen53@yahoo.com|1592680293233953|1|595.0|1|[{'coupon': None
306454|thomasconner@yahoo.com|1592678725661970|2|1004.0|2|[{'coupon': None
306968|andrew61@gmail.com|1592680538343358|1|1045.0|1|[{'coupon': None
305888|bettymccarthy@williams.com|1592676751229266|1|595.0|1|[{'coupon': None
306170|pscott@flowers.org|1592677730802649|1|119.0|1|[{'coupon': None
307958|brooke29@gmail.com|1592684415956872|1|1195.0|1|[{'coupon': None
307147|michael4047@hotmail.com|1592681200563060|1|1045.0|1|[{'coupon': None
306426|maryadams@dennis.com|1592678645333462|2|1190.0|1|[{'coupon': None
306979|emilysosa@summers.com|1592680593907385|1|1195.0|1|[{'coupon': None
307472|vazquezmatthew@clark.com|1592682477735933|1|1045.0|1|[{'coupon': None
307058|valerie47@hotmail.com|1592680875814325|1|945.0|1|[{'coupon': None
307047|bateschristy@pugh.org|1592680851339025|1|595.0|1|[{'coupon': None
307078|cummingsjose@gmail.com|1592680941612075|1|945.0|1|[{'coupon': None
308535|sjensen@gmail.com|1592686702086983|2|754.0|2|[{'coupon': None
307745|ellisondeborah@yahoo.com|1592683624044715|1|1095.0|1|[{'coupon': None
307748|coreyduncan@cervantes-valentine.com|1592683627845647|1|1695.0|1|[{'coupon': None
308104|qgray43@hotmail.com|1592685078212782|2|2090.0|1|[{'coupon': None
308733|johnsondustin@roberts.biz|1592687601943039|1|595.0|1|[{'coupon': None
310001|castromatthew@yahoo.com|1592694353906717|1|1795.0|1|[{'coupon': None
309504|kevin4155@hotmail.com|1592691450633487|1|595.0|1|[{'coupon': None
309339|william02@yahoo.com|1592690567954971|2|2890.0|2|[{'coupon': None
309671|sanchezjessica@flores.biz|1592692414001836|2|1214.0|2|[{'coupon': None
309781|wendy56@griffin.info|1592692989050765|1|1195.0|1|[{'coupon': None
298991|jamie3419@hotmail.com|1592636268357203|1|940.5|1|[{'coupon': 'NEWBED10'
297862|rosschristina@wallace.net|1592618272162770|1|850.5|1|[{'coupon': 'NEWBED10'
303389|xhaney@page.com|1592667782519682|1|940.5|1|[{'coupon': 'NEWBED10'
306041|usheppard@yahoo.com|1592677223726467|1|535.5|1|[{'coupon': 'NEWBED10'
299643|ricky89@hotmail.com|1592645438462703|1|1075.5|1|[{'coupon': 'NEWBED10'
299247|tharrison@gmail.com|1592640497577252|1|940.5|1|[{'coupon': 'NEWBED10'
304926|flevine@burns-anderson.biz|1592673361220548|1|143.1|1|[{'coupon': 'NEWBED10'
300181|adam28@pennington.com|1592650924101253|1|985.5|1|[{'coupon': 'NEWBED10'
299397|vcastillo@rivera.com|1592642523638093|1|940.5|1|[{'coupon': 'NEWBED10'
303194|terrijohnson@may.com|1592667042479608|1|1615.5|1|[{'coupon': 'NEWBED10'
300388|kellykaren@cannon-delgado.com|1592652574967067|2|2466.0|2|[{'coupon': 'NEWBED10'
301873|kimrachel@jones-bray.com|1592661659119601|1|940.5|1|[{'coupon': 'NEWBED10'
300948|calderonrobert@perez.com|1592656537009813|1|535.5|1|[{'coupon': 'NEWBED10'
309451|joel39@yahoo.com|1592691166716509|1|535.5|1|[{'coupon': 'NEWBED10'
304329|gary00@hotmail.com|1592671345396168|1|1795.5|1|[{'coupon': 'NEWBED10'
299376|rhondawebb@yahoo.com|1592642291741879|1|850.5|1|[{'coupon': 'NEWBED10'
306063|kiarahughes@hotmail.com|1592677295087766|1|940.5|1|[{'coupon': 'NEWBED10'
300338|austin54@gmail.com|1592652174788828|1|940.5|1|[{'coupon': 'NEWBED10'
309577|jgreen@beltran.net|1592691824307145|1|940.5|1|[{'coupon': 'NEWBED10'
297808|sellerselizabeth@yahoo.com|1592617702424925|1|1795.5|1|[{'coupon': 'NEWBED10'
306172|leelee@hotmail.com|1592677733976891|1|850.5|1|[{'coupon': 'NEWBED10'
302237|robinsoncheryl@ellis.com|1592663218547842|1|535.5|1|[{'coupon': 'NEWBED10'
297946|hancockmargaret@yahoo.com|1592619572603669|2|921.6|2|[{'coupon': 'NEWBED10'
304871|rachaelgibson@yahoo.com|1592673162155988|2|588.6|2|[{'coupon': 'NEWBED10'
298538|uoconnor@yahoo.com|1592628414924615|1|1075.5|1|[{'coupon': 'NEWBED10'
302879|herickson@wood.com|1592665882730328|1|985.5|1|[{'coupon': 'NEWBED10'
298809|rkim14@gmail.com|1592633123514461|1|940.5|1|[{'coupon': 'NEWBED10'
300709|elizabethcoleman@hotmail.com|1592654986661944|1|1795.5|1|[{'coupon': 'NEWBED10'
298465|scastaneda@mckee.com|1592627378989990|1|850.5|1|[{'coupon': 'NEWBED10'
301623|alexanderswanson@nichols.com|1592660344454582|1|1075.5|1|[{'coupon': 'NEWBED10'
307386|shane90@robertson.com|1592682115071981|1|535.5|1|[{'coupon': 'NEWBED10'
297206|angelaacevedo@yahoo.com|1592611635356152|1|1795.0|1|[{'coupon': None
297707|erinroberson@gmail.com|1592616319171188|1|1195.0|1|[{'coupon': None
297671|jayolsen@gmail.com|1592615950271540|1|945.0|1|[{'coupon': None
297501|leesherry@yahoo.com|1592614312761942|1|1045.0|1|[{'coupon': None
298015|david57@hill.com|1592620396363412|1|595.0|1|[{'coupon': None
299372|richardkey@gmail.com|1592642212035012|1|1795.0|1|[{'coupon': None
300507|jacob29@allison-simon.com|1592653553007359|1|595.0|1|[{'coupon': None
300636|aevans@velazquez.org|1592654461728958|1|1045.0|1|[{'coupon': None
300991|qshepherd@hansen.com|1592656703611185|1|1195.0|1|[{'coupon': None
300946|gabriella74@stout.com|1592656531816789|1|1195.0|1|[{'coupon': None
301030|danielle05@hotmail.com|1592656938830810|1|595.0|1|[{'coupon': None
301383|oconley@hotmail.com|1592659010491568|1|595.0|1|[{'coupon': None
301728|nbecker55@hotmail.com|1592660931310803|1|595.0|1|[{'coupon': None
302531|wilsonmelissa@bailey-lambert.com|1592664405038761|2|2290.0|2|[{'coupon': None
301675|alexanderangela@mathews-meyer.com|1592660621443905|1|595.0|1|[{'coupon': None
302074|briansharp@leon.com|1592662494373072|1|1195.0|1|[{'coupon': None
302521|wsmith95@gmail.com|1592664363330079|1|595.0|1|[{'coupon': None
302228|whitney39@marshall-barnett.info|1592663170496105|1|1045.0|1|[{'coupon': None
302601|angelajones58@gmail.com|1592664670112982|1|595.0|1|[{'coupon': None
302965|ariaskimberly@gmail.com|1592666205959968|1|595.0|1|[{'coupon': None
302944|kelleymelissa@gmail.com|1592666140091748|1|1195.0|1|[{'coupon': None
303998|traceykelly@cook.com|1592670056089423|1|1995.0|1|[{'coupon': None
304482|jeffrey18@monroe-krueger.biz|1592671835182561|1|1045.0|1|[{'coupon': None
304536|vclarke@yahoo.com|1592672031080866|1|945.0|1|[{'coupon': None
304184|stefanieharding@yahoo.com|1592670838460588|1|945.0|1|[{'coupon': None
303792|robertwilliams@kelly-long.com|1592669277302393|1|1045.0|1|[{'coupon': None
303844|hodgeanna@gmail.com|1592669473363346|1|59.0|1|[{'coupon': None
303802|marymorris@bailey-ray.org|1592669310787499|1|945.0|1|[{'coupon': None
304496|stephanieramirez65@hotmail.com|1592671898623227|1|1195.0|1|[{'coupon': None
304390|lnavarro@garza-anderson.info|1592671511951478|1|1795.0|1|[{'coupon': None
304581|riveraaaron45@yahoo.com|1592672189703557|1|945.0|1|[{'coupon': None
305307|adambrandt@lewis-sparks.com|1592674775862462|1|945.0|1|[{'coupon': None
304409|vramirez@phillips.biz|1592671569042613|1|595.0|1|[{'coupon': None
305594|carpenterchristopher@barber.com|1592675709481864|1|1795.0|1|[{'coupon': None
304573|jacob60@ross-andrews.com|1592672150900406|1|1095.0|1|[{'coupon': None
305083|cschroeder@hotmail.com|1592673959119039|1|1195.0|1|[{'coupon': None
307030|hancockstephen@yahoo.com|1592680780078869|2|654.0|2|[{'coupon': None
306964|agreen35@gmail.com|1592680526593557|1|1095.0|1|[{'coupon': None
306035|ksmith@peterson.com|1592677207407878|1|59.0|1|[{'coupon': None
307079|kylebean@weeks-griffin.com|1592680942257001|1|1195.0|1|[{'coupon': None
307459|jdavis@lawrence-morales.net|1592682416691958|1|59.0|1|[{'coupon': None
307361|brenda0190@yahoo.com|1592682016564205|1|595.0|1|[{'coupon': None
307654|davisdebra3@yahoo.com|1592683222322780|1|595.0|1|[{'coupon': None
308584|irangel@miller.com|1592686885944323|1|59.0|1|[{'coupon': None
308185|ttodd@carter.com|1592685358360705|1|1045.0|1|[{'coupon': None
308138|harveyjuan@hotmail.com|1592685172932110|1|59.0|1|[{'coupon': None
308485|joshuapatterson@wright.com|1592686475748910|1|1045.0|1|[{'coupon': None
308572|barry03@yahoo.com|1592686841414838|1|595.0|1|[{'coupon': None
309163|melissalarson@cardenas.com|1592689762388089|1|1045.0|1|[{'coupon': None
308458|michelle85@buchanan-cabrera.net|1592686359776833|1|595.0|1|[{'coupon': None
308738|diazmaria84@hotmail.com|1592687620589845|1|595.0|1|[{'coupon': None
308794|ograham@herman.com|1592687879587102|1|945.0|1|[{'coupon': None
309574|reginald50@yahoo.com|1592691801181140|1|1195.0|1|[{'coupon': None
309301|rhawkins@cook.org|1592690424525263|1|1045.0|1|[{'coupon': None
309689|csoto@fitzpatrick-adams.info|1592692514634640|2|1190.0|1|[{'coupon': None
309686|brittanyedwards@hotmail.com|1592692495655997|1|945.0|1|[{'coupon': None
310002|deanna14@gmail.com|1592694381118920|2|1204.0|2|[{'coupon': None
310133|anna08@gmail.com|1592695243803625|1|1795.0|1|[{'coupon': None
310072|silvajesse@hotmail.com|1592694882537817|1|1195.0|1|[{'coupon': None
310214|rebecca15@barry.com|1592695695455476|1|1195.0|1|[{'coupon': None
310137|npowell@rose-grant.net|1592695253755482|1|1045.0|1|[{'coupon': None
310427|muellerdavid@williams.com|1592697103472800|1|1045.0|1|[{'coupon': None
308111|williamserin@stephens-ashley.com|1592685095943277|1|1075.5|1|[{'coupon': 'NEWBED10'
297913|kaylabaker@hotmail.com|1592619084856194|1|940.5|1|[{'coupon': 'NEWBED10'
298713|owensaaron@chandler.org|1592631425279617|1|535.5|1|[{'coupon': 'NEWBED10'
297220|laura39@jackson.com|1592611715237195|1|940.5|1|[{'coupon': 'NEWBED10'
301400|michelemyers@parker.com|1592659114737511|1|1075.5|1|[{'coupon': 'NEWBED10'
300518|mathewwilliams@hutchinson.com|1592653634666874|1|940.5|1|[{'coupon': 'NEWBED10'
307938|howarddebra@yahoo.com|1592684365469868|2|1611.0|2|[{'coupon': 'NEWBED10'
301750|gjoseph@valdez.com|1592661047021658|1|535.5|1|[{'coupon': 'NEWBED10'
297906|thomasnicholas@mcclure-nguyen.com|1592618932601246|1|535.5|1|[{'coupon': 'NEWBED10'
309260|wyattstephen@hotmail.com|1592690208410755|2|642.6|2|[{'coupon': 'NEWBED10'
300764|mccoyjanice@gmail.com|1592655360707171|1|1075.5|1|[{'coupon': 'NEWBED10'
298623|davidthomas@hotmail.com|1592629800934436|1|535.5|1|[{'coupon': 'NEWBED10'
298766|spencer69@gray.com|1592632346965687|1|1795.5|1|[{'coupon': 'NEWBED10'
298300|grayangela@yahoo.com|1592624597880411|1|535.5|1|[{'coupon': 'NEWBED10'
305334|holmesstephanie@young.org|1592674864359799|1|1525.5|1|[{'coupon': 'NEWBED10'
310400|dannyadams@yahoo.com|1592696897674423|1|850.5|1|[{'coupon': 'NEWBED10'
298479|jackieeverett@bennett-cooley.com|1592627554823344|1|535.5|1|[{'coupon': 'NEWBED10'
304787|michellelowery@gmail.com|1592672931581375|2|1848.6|2|[{'coupon': 'NEWBED10'
298251|garrettnguyen@gmail.com|1592623833645084|1|1615.5|1|[{'coupon': 'NEWBED10'
299115|fflowers@howell.biz|1592638627687445|1|1615.5|1|[{'coupon': 'NEWBED10'
310294|coreylee@yahoo.com|1592696254282882|1|535.5|1|[{'coupon': 'NEWBED10'
302500|mcurry@munoz-taylor.com|1592664303165530|2|993.6|2|[{'coupon': 'NEWBED10'
300989|warnercathy@gallegos.com|1592656697694466|1|940.5|1|[{'coupon': 'NEWBED10'
297579|kimamanda54@gmail.com|1592614940468467|1|535.5|1|[{'coupon': 'NEWBED10'
298364|jameshughes10@hotmail.com|1592625560766742|1|940.5|1|[{'coupon': 'NEWBED10'
300114|hcarter@michael.com|1592650384374361|1|940.5|1|[{'coupon': 'NEWBED10'
299924|ddaniels4@hotmail.com|1592648613295535|1|940.5|1|[{'coupon': 'NEWBED10'
304817|jonesgary@byrd.com|1592673002791061|1|535.5|1|[{'coupon': 'NEWBED10'
302361|edward16@yahoo.com|1592663725816115|1|535.5|1|[{'coupon': 'NEWBED10'
297330|simmonsthomas@hotmail.com|1592612532098264|2|993.6|2|[{'coupon': 'NEWBED10'
309268|debra62@baldwin.com|1592690267622399|1|1075.5|1|[{'coupon': 'NEWBED10'
297278|nwright4@gmail.com|1592612119923761|1|1045.0|1|[{'coupon': None
297164|heidi54@griffith.com|1592611273591765|1|1095.0|1|[{'coupon': None
297708|agarcia54@yahoo.com|1592616321406183|2|1874.0|2|[{'coupon': None
297363|njohnson15@hotmail.com|1592612828135485|1|1195.0|1|[{'coupon': None
297770|janet72@bird-lewis.org|1592617242589989|1|1995.0|1|[{'coupon': None
297857|byrdkrista@yahoo.com|1592618246824988|1|1795.0|1|[{'coupon': None
298682|kelleylisa@yahoo.com|1592630949419535|1|1195.0|1|[{'coupon': None
298721|trevormoses@gmail.com|1592631560813481|1|595.0|1|[{'coupon': None
298778|vwells@nelson-torres.com|1592632646410030|1|1995.0|1|[{'coupon': None
299045|nashley@anthony.com|1592637361278953|1|1995.0|1|[{'coupon': None
299965|hmahoney@jones.com|1592649076469246|1|1995.0|1|[{'coupon': None
300200|jessica26@baker-hayes.com|1592651141276926|1|79.0|1|[{'coupon': None
301287|aramos@hays-robles.com|1592658437364980|1|1795.0|1|[{'coupon': None
300577|perryjulie@howell.com|1592654046342740|1|595.0|1|[{'coupon': None
300585|aaron89@yahoo.com|1592654110796330|1|59.0|1|[{'coupon': None
301140|christinalucero@yahoo.com|1592657574275300|1|945.0|1|[{'coupon': None
301137|francisbradley@gmail.com|1592657567185330|1|1095.0|1|[{'coupon': None
302328|gfisher@blair.com|1592663552150132|1|1095.0|1|[{'coupon': None
301433|njohnson@johnson.com|1592659314825888|1|945.0|1|[{'coupon': None
302240|tinahickman@hotmail.com|1592663233619058|1|1095.0|1|[{'coupon': None
301614|susanwelch@peterson.com|1592660298936306|1|1095.0|1|[{'coupon': None
301816|vharris@zamora.biz|1592661359791899|1|1095.0|1|[{'coupon': None
302089|cmiller62@hotmail.com|1592662546807502|1|79.0|1|[{'coupon': None
303022|kevin92@smith.biz|1592666431971612|1|595.0|1|[{'coupon': None
302744|grahamlori@gmail.com|1592665289045871|1|595.0|1|[{'coupon': None
302116|cassandrayates@gmail.com|1592662667089082|1|1095.0|1|[{'coupon': None
302644|haley99@gmail.com|1592664829874181|1|1195.0|1|[{'coupon': None
303506|emcdonald@salinas-jenkins.com|1592668255874050|1|1195.0|1|[{'coupon': None
299074|osilva@stephens.com|1592638020962258|2|2331.0|2|[{'coupon': 'NEWBED10'
304077|perkinsashley@bailey.com|1592670380809712|1|1045.0|1|[{'coupon': None
304913|xweiss@farmer-crawford.com|1592673326722905|1|1795.0|1|[{'coupon': None
